,timestamp,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,machine_status
36,01-04-2018 08:15,46.18055,52.47396,44.44444275,640.3936,74.34136,13.28848,16.16753,15.65393,15.11863,38.31949,NORMAL
37,01-04-2018 08:30,46.18055,52.51736,44.3576355,632.5232,74.66055,13.44763,16.16753,16.05903,15.08247,38.9418,NORMAL
38,01-04-2018 08:45,47.56944,52.38715,44.44444275,635.8796,71.57329,13.41869,16.1603,15.73351,15.08247,39.30426,NORMAL
39,01-04-2018 09:00,46.18055,52.30035,44.53125,631.4814,73.71378,13.25231,16.16753,15.94329,15.08247,39.40287,NORMAL
40,01-04-2018 09:15,47.74305,52.25694,44.70486,632.7546,74.07797,13.38252,16.12413,15.69734,15.08247,38.57032,NORMAL
41,01-04-2018 09:30,46.18055,52.30035,44.96527,638.3102,71.5822,13.28848,16.13136,15.61777,15.08247,40.51262,NORMAL
42,01-04-2018 09:45,46.22396,52.25694,45.13889,628.7037,75.65549,13.31742,16.12413,15.90712,15.08247,40.70842,NORMAL
43,01-04-2018 10:00,46.18055,52.34375,45.3559,629.1666,73.97291,13.28848,16.16753,15.56713,15.05353,39.0599,NORMAL
44,01-04-2018 10:15,46.52777,52.34374619,45.44270706,628.4722,74.17664,13.28848,16.13136,15.84925,15.1548,36.0181,NORMAL
46,01-04-2018 10:30,46.18055,52.90799,45.5295105,650.3472,70.77303,13.41146,16.13136,15.61777,15.08247,45.43539,NORMAL
47,01-04-2018 10:45,46.44097,52.51736,45.39930344,642.7083,73.59832,13.28848,16.21094,15.61777,15.0897,43.99369,NORMAL
48,01-04-2018 11:00,46.9618,52.51736,45.44270706,632.0602,69.34444,13.28848,16.06626,15.90712,15.08247,41.87389,NORMAL
49,01-04-2018 11:15,46.52777,52.56076,45.44270706,636.2268,75.36642,13.31742,16.23987,15.61777,15.16204,40.41841,NORMAL
50,01-04-2018 11:30,47.61285,52.56076,45.44270706,634.7222,73.76809,13.41146,16.21094,15.69734,15.05353,36.63712,NORMAL
51,01-04-2018 11:45,46.70139,52.56076,45.44270706,636.6898,74.87484,13.34635,16.0735,15.73351,15.08247,37.41504,NORMAL
52,01-04-2018 12:00,46.65799,52.60416412,45.5295105,635.1852,76.57462,13.38252,16.12413,15.53096,15.05353,38.97886,NORMAL
53,01-04-2018 12:15,46.74479,52.60416,45.74652,640.625,79.15337,13.34635,16.13136,15.73351,15.11863,37.20859,NORMAL
54,01-04-2018 12:30,47.04861,52.73437119,45.87674,638.7731,75.73604,13.25231,16.16753,15.69734,15.11863,40.92017,NORMAL
55,01-04-2018 12:45,47.30902,52.73437,46.00694275,656.8287,77.60751,13.41146,16.13136,15.61777,15.11863,41.38759,NORMAL
56,01-04-2018 13:00,47.74305,52.77777,45.83333,633.7963,71.80135,13.38252,16.16753,15.49479,15.08247,39.48927,NORMAL
57,01-04-2018 13:15,47.52604,52.82118,45.83333206,633.912,74.44889,13.41146,16.12413,15.84925,15.16204,41.79243,NORMAL
58,01-04-2018 13:30,47.56944,52.95139,45.87673569,630.9028,75.67751,13.41146,16.16753,15.65393,15.0897,39.03806,NORMAL
59,01-04-2018 13:45,48.00347,52.95139,46.05035,627.7778,76.93832,13.28848,16.13136,15.61777,15.08247,37.57328,NORMAL
61,01-04-2018 14:00,48.61111,52.90799,46.39757,626.5046,73.77344,13.43316,16.16753,15.65393,15.11863,44.50039,NORMAL
62,01-04-2018 14:15,48.65451,52.82118,46.61458,639.3519,73.603,13.28848,16.21094,15.69734,15.08247,39.4846,NORMAL
63,01-04-2018 14:30,49.08854,52.73437,46.65798569,638.4259,76.66058,13.41146,16.13136,15.76968,15.08247,41.18597,NORMAL
64,01-04-2018 14:45,49.04514,52.60416,46.74478912,647.6852,70.39677,13.34635,16.21094,15.56713,15.16204,40.65533,NORMAL
65,01-04-2018 15:00,48.91493,52.60416,46.83159637,627.4305,74.97446,13.38252,16.21094,15.73351,15.11863,42.10639,NORMAL
66,01-04-2018 15:15,48.91493,52.56076,46.61458,643.8657,74.29839,13.38976,16.13136,15.61777,15.11863,40.38672,NORMAL
67,01-04-2018 15:30,49.30555,52.51736069,46.22396,632.4074,74.0005,13.30295,16.21094,15.69734,15.08247,40.30842,NORMAL
68,01-04-2018 15:45,48.17708,52.47395706,45.87674,640.2778,71.95438,13.25231,16.16753,15.65393,15.08247,39.87204,NORMAL
69,01-04-2018 16:00,48.56771,52.34375,45.57291412,631.25,69.16141,13.38252,16.16753,15.76968,15.19821,38.46161,NORMAL
70,01-04-2018 16:15,47.61285,52.30035,45.44271,645.1389,71.25183,13.31742,16.2037,15.81308,15.08247,42.07284,NORMAL
71,01-04-2018 16:30,47.17882,52.30035,45.39930344,627.662,68.07735,13.34635,16.30498,15.89265,15.05353,42.41781,NORMAL
72,01-04-2018 16:45,46.9618,52.30035,45.44270706,631.9445,72.57127,13.38252,16.16753,15.41522,15.05353,39.897,NORMAL
73,01-04-2018 17:00,47.09201,52.30035,45.44270706,633.5648,71.11138,13.41146,16.16753,15.53096,15.06076,41.0941,NORMAL
74,01-04-2018 17:15,47.78646,52.25694,45.3993,618.287,73.88304,13.02807,16.12413,15.73351,15.16204,39.80318,NORMAL
76,01-04-2018 17:30,48.22049,52.25694,45.22569,631.713,74.03515,13.09317,16.16753,15.85648,15.11863,39.98503,NORMAL
77,01-04-2018 17:45,47.30902,52.17014,45.09548569,628.7037,75.81062,13.09317,16.21094,15.65393,15.0897,39.05983,NORMAL
78,01-04-2018 18:00,46.52777,52.08333,45.00867844,630.0926,76.84397,13.057,16.13136,15.49479,15.0897,40.93366,NORMAL
79,01-04-2018 18:15,46.65799,52.12674,45.09548569,633.7963,75.3368,13.09317,16.2037,15.84925,15.11863,39.64595,NORMAL
80,01-04-2018 18:30,46.39757,51.95312,45.1388855,641.3194,75.67277,13.09317,16.16753,15.61777,15.11863,39.7737,NORMAL
81,01-04-2018 18:45,46.18055,51.95312,45.09549,628.9352,73.58148,13.057,16.1603,15.56713,15.05353,42.79064,NORMAL
82,01-04-2018 19:00,46.74479,51.95312119,44.87847,631.713,74.55327,13.17274,16.1603,15.65393,15.05353,40.71724,NORMAL
83,01-04-2018 19:15,46.48438,51.95312,44.66146,632.8704,80.06167,13.02807,16.16753,15.81308,15.11863,38.66067,NORMAL
84,01-04-2018 19:30,46.00694,52.03993,44.57465,640.8564,74.25974,13.17274,16.13136,15.73351,15.11863,44.12193,NORMAL
85,01-04-2018 19:45,46.52777,52.03993,44.66145706,626.7361,76.02352,13.02807,16.13136,15.49479,15.05353,41.41184,NORMAL
86,01-04-2018 20:00,47.13541,52.12674,44.66145706,633.6805,76.99966,12.99913,16.21094,16.05903,15.11863,38.56209,NORMAL
87,01-04-2018 20:15,47.09201,52.12674,44.57465,628.2407,74.31039,13.057,16.21094,15.76968,15.08247,38.97209,NORMAL
88,01-04-2018 20:30,46.18055,52.12674,44.44444275,641.3195,73.64766,12.99913,16.2037,15.65393,15.08247,40.43256,NORMAL
89,01-04-2018 20:45,46.61458,52.25694,44.44444275,626.3889,80.87638,13.12211,16.21094,15.73351,15.08247,44.36586,NORMAL
91,01-04-2018 21:00,46.00694,52.30035,44.3576355,630.3241,77.37483,13.12211,16.13136,15.56713,15.11863,41.85793,NORMAL
92,01-04-2018 21:15,45.78993,52.25694275,44.48784637,640.8564,75.09947,13.14381,16.16753,15.61777,15.11863,39.12228,NORMAL
93,01-04-2018 21:30,45.87674,52.30035,44.48784637,638.4346,80.01161,13.15828,16.13136,15.61777,15.05353,39.66181,NORMAL
94,01-04-2018 21:45,46.44097,52.34375,44.31423569,629.1666,77.95181,13.17274,16.16753,15.53096,15.08247,39.70888,NORMAL
95,01-04-2018 22:00,46.26736,52.34375,44.31423569,633.1018,78.20448,13.09317,16.13136,15.56713,15.08247,41.42852,NORMAL
96,01-04-2018 22:15,46.61458,52.38714981,44.27083,639.5833,76.49287,13.057,16.16753,15.61777,15.05353,41.7963,NORMAL
97,01-04-2018 22:30,46.39757,52.47396,44.22742844,633.3333,75.85012,13.17274,16.1603,15.56713,15.08247,38.22464,NORMAL
98,01-04-2018 22:45,45.96354,52.51736,44.140625,632.5231,75.98433,13.12211,16.21094,15.73351,15.11863,38.1532,NORMAL
99,01-04-2018 23:00,46.09375,52.38715,44.27083,632.2916,72.54938,13.057,16.16753,15.73351,15.11863,41.68615,NORMAL
100,01-04-2018 23:15,46.18055,52.38715,44.44444275,627.0833,78.59606,13.20168,16.12413,15.73351,15.05353,39.34445,NORMAL
101,01-04-2018 23:30,45.61632,52.38714981,44.57464981,638.0787,77.485,13.02807,16.16753,15.69734,15.05353,37.37437,NORMAL
102,01-04-2018 23:45,45.61632,52.38715,44.70486069,640.8564,80.17258,13.12211,16.12413,15.76968,15.11863,37.06053,NORMAL
103,02-04-2018 00:00,45.83333,52.34375,44.79166412,639.5833,78.57581,13.09317,16.16753,15.49479,15.11863,39.10618,NORMAL
104,02-04-2018 00:15,45.87674,52.30035,44.92188,634.6064,80.69846,13.02807,16.12413,15.56713,15.06076,40.12838,NORMAL
106,02-04-2018 00:30,45.61632,52.30035,44.96527481,631.9445,81.36457,13.12934,16.13136,15.76968,15.08247,39.3609,NORMAL
107,02-04-2018 00:45,45.83333,52.38715,45.09548569,631.713,79.5153,13.09317,16.16753,15.61777,15.11863,39.7611,NORMAL
108,02-04-2018 01:00,45.87674,52.34374619,45.09548569,641.5509,76.98888,13.09317,16.21094,15.56713,15.08247,39.62063,NORMAL
109,02-04-2018 01:15,46.48438,52.38715,44.96527,631.1342,75.74821,13.057,16.1603,15.76968,15.05353,41.98112,NORMAL
110,02-04-2018 01:30,46.48438,52.34374619,44.79166412,637.2686,75.37739,13.02807,16.16753,15.76968,15.11863,40.78567,NORMAL
111,02-04-2018 01:45,46.22396,52.34375,44.70486069,628.8195,69.80042,13.057,16.16753,15.76968,15.05353,44.28509,NORMAL
112,02-04-2018 02:00,45.87674,52.34375,44.44444,645.1389,72.42004,13.02807,16.21094,15.76968,15.16204,42.04588,NORMAL
113,02-04-2018 02:15,45.87674,52.38715,44.27083,652.662,75.91507,13.057,16.12413,15.74074,15.11863,38.7602,NORMAL
114,02-04-2018 02:30,46.09375,52.30035,44.140625,638.5416,74.34747,13.12211,16.16753,15.56713,15.11863,39.86184,NORMAL
115,02-04-2018 02:45,46.65799,52.30035,44.05381775,649.4213,76.77725,13.17274,16.16753,15.73351,15.11863,41.2506,NORMAL
116,02-04-2018 03:00,45.78993,52.17014,44.05381775,633.9902,73.59135,13.12211,16.21094,15.73351,15.08247,43.07514,NORMAL
117,02-04-2018 03:15,46.39757,52.25694,44.01041,646.5278,72.82298,13.09317,16.21094,15.65393,15.11863,43.67839,NORMAL
118,02-04-2018 03:30,47.17882,52.17014,43.8368,639.6991,71.6706,13.02807,16.06626,15.89265,15.05353,39.3717,NORMAL
119,02-04-2018 03:45,47.13541,52.12674,43.57639,637.7314,74.69318,13.02807,16.21094,15.69734,15.16204,45.96471,NORMAL
121,02-04-2018 04:00,47.35243,52.08333,43.35938,644.9073,73.31551,13.614,16.1603,15.56713,15.08247,40.81857,NORMAL
122,02-04-2018 04:15,47.39583,52.03993,43.14236,634.375,73.04425,13.70804,16.13136,15.69734,15.08247,40.71053,NORMAL
123,02-04-2018 04:30,47.74305,51.95312,42.96875,632.7546,71.55958,13.5923,16.1603,15.84925,15.08247,39.8177,NORMAL
124,02-04-2018 04:45,47.96007,51.90972137,42.7951355,630.4398,72.0942,13.64294,16.13136,15.56713,15.01013,39.42508,NORMAL
125,02-04-2018 05:00,47.82986,51.82291,42.62152,636.6898,70.38895,13.59954,16.13136,15.45139,15.08247,47.07025,NORMAL
126,02-04-2018 05:15,47.78646,51.86632,42.53472137,646.875,74.62743,13.5923,16.1603,15.73351,15.08247,40.21235,NORMAL
127,02-04-2018 05:30,48.13368,51.82291,42.4045105,647.2222,73.64985,13.5272,16.16753,15.45139,15.08247,42.48546,NORMAL
128,02-04-2018 05:45,47.96007,51.82291,42.53472137,640.2778,75.17354,13.67911,16.12413,15.61777,15.08247,40.75126,NORMAL
129,02-04-2018 06:00,48.4809,51.86631775,42.49131775,637.6157,71.62836,13.614,16.21094,15.81308,15.08247,43.71209,NORMAL
130,02-04-2018 06:15,48.3941,51.82291412,42.36111069,633.6805,71.78152,13.55613,16.12413,15.94329,15.08247,40.6532,NORMAL
131,02-04-2018 06:30,48.35069,51.86631775,42.40451,638.4259,70.88284,13.65017,16.16753,15.61777,15.08247,40.75157,NORMAL
132,02-04-2018 06:45,48.17708,51.82291,42.70833,640.3935,71.64134,13.65017,16.21094,15.56713,15.06076,39.00501,NORMAL
133,02-04-2018 07:00,48.17708,51.73611,42.92534637,623.0324,73.03517,13.614,16.16753,15.84925,15.0897,42.24281,NORMAL
134,02-04-2018 07:15,48.04688,51.82291,43.01214981,638.6574,69.98251,13.67911,16.16753,15.69734,15.08247,41.10431,NORMAL
136,02-04-2018 07:30,48.4375,51.82291,43.01214981,640.5093,70.65179,13.5923,16.12413,15.65393,15.08247,39.56895,NORMAL
137,02-04-2018 07:45,48.4375,51.82291,42.96875,645.3704,72.70978,13.5923,16.06626,15.56713,15.08247,36.96778,NORMAL
138,02-04-2018 08:00,48.26389,51.73611,42.92535,644.0972,69.69008,13.68634,16.0735,15.69734,15.11863,43.17067,NORMAL
139,02-04-2018 08:15,48.3941,51.73611,42.96875,640.8564,75.61717,13.49826,16.2037,15.61777,15.16204,39.00838,NORMAL
140,02-04-2018 08:30,48.17708,51.6059,43.1857605,639.699,82.92014,13.59954,16.16753,15.61777,15.05353,40.31474,NORMAL
141,02-04-2018 08:45,48.26389,51.6059,43.40277481,636.8055,78.48048,13.5272,16.21094,15.53096,15.11863,39.668,NORMAL
142,02-04-2018 09:00,49.08854,51.51909637,43.57639,632.4073,77.25713,13.5923,16.16753,15.56713,15.05353,47.21961,NORMAL
143,02-04-2018 09:15,48.78472,51.51909637,43.7066,640.5093,72.46386,13.65017,16.16753,15.45139,15.08247,43.29601,NORMAL
144,02-04-2018 09:30,,51.6059,43.83680344,643.4028,77.02177,13.56337,16.21094,15.73351,15.11863,39.91797,NORMAL
145,02-04-2018 09:45,,51.73611,44.01041,629.2824,81.38428,13.55613,16.2037,15.65393,15.05353,40.46812,NORMAL
146,02-04-2018 10:00,49.26215,51.86632,44.27083,636.8055,79.29365,13.614,16.12413,15.76968,15.11863,42.69904,NORMAL
147,02-04-2018 10:15,49.65277,51.95312,44.48784637,637.2685,75.74685,13.67911,16.12413,15.69734,15.11863,39.40739,NORMAL
148,02-04-2018 10:30,49.56597,52.03993,44.74826,632.2916,80.67493,13.64294,16.1603,15.65393,15.08247,38.46704,NORMAL
149,02-04-2018 10:45,50,52.17014,45.00867844,635.1852,83.52715,13.53443,16.0735,15.65393,15.08247,39.33615,NORMAL
151,02-04-2018 11:00,49.78299,52.17014,45.22569,640.625,83.25182,13.62847,16.21094,15.81308,15.08247,41.11649,NORMAL
152,02-04-2018 11:15,49.52257,52.34375,45.44271,638.8889,79.63566,13.65017,16.12413,15.65393,15.08247,41.38064,NORMAL
153,02-04-2018 11:30,49.30555,52.34374619,45.61632,634.375,80.57792,13.56337,16.16753,15.76968,15.08247,37.51964,NORMAL
154,02-04-2018 11:45,49.43576,52.34375,45.78992844,639.0046,78.54016,13.65017,16.23987,15.56713,15.08247,41.12502,NORMAL
155,02-04-2018 12:00,49.69618,52.34375,45.87674,633.912,79.20768,13.5923,16.1603,15.94329,15.16204,38.3349,NORMAL
156,02-04-2018 12:15,49.86979,52.51736,45.96353912,643.4027,83.22675,13.64294,16.13136,15.49479,15.08247,39.33662,NORMAL
157,02-04-2018 12:30,49.47916,52.47396,46.05034637,640.8159,84.73823,13.614,16.2037,15.85648,15.08247,42.60169,NORMAL
158,02-04-2018 12:45,49.65277,52.60416,46.09375,640.3935,75.37605,13.55613,16.0735,15.69734,15.05353,44.47515,NORMAL
159,02-04-2018 13:00,49.91319,52.56076,46.18055344,642.7083,78.62775,13.64294,16.13136,15.49479,15.11863,38.10993,NORMAL
160,02-04-2018 13:15,49.73958,52.56076,46.00694,645.4861,77.3224,13.26678,16.21094,15.65393,15.05353,36.9341,NORMAL
161,02-04-2018 13:30,50.13021,52.69097,45.78992844,647.4537,78.51312,13.31742,16.2037,15.29224,15.11863,38.29959,NORMAL
162,02-04-2018 13:45,50.43402,52.60416,45.61631775,646.412,80.42118,13.31742,16.21094,15.73351,15.11863,37.53885,NORMAL
163,02-04-2018 14:00,50.43402,52.69097,45.3559,638.6573,78.58943,13.12211,16.21094,15.76968,15.11863,42.79074,NORMAL
164,02-04-2018 14:15,49.04514,52.69097137,45.1388855,646.0648,72.46804,13.057,16.16753,15.81308,15.08247,42.49229,NORMAL
166,02-04-2018 14:30,49.26215,52.60416,45.18229,645.7175,72.87891,13.12934,16.13136,15.45139,15.05353,44.36536,NORMAL
167,02-04-2018 14:45,49.86979,52.77777,45.22569275,635.9954,80.26785,13.14381,16.16753,15.69734,15.16204,44.02774,NORMAL
168,02-04-2018 15:00,50.30382,52.77777,45.09549,645.3704,72.82297,13.057,16.13136,15.625,15.08247,43.52942,NORMAL
169,02-04-2018 15:15,50.39062,52.82118,45.00867844,646.9907,78.60711,12.97743,16.21094,15.81308,15.11863,46.71049,NORMAL
170,02-04-2018 15:30,50.43402,52.82118,45.00867844,642.0139,75.46925,13.09317,16.13136,15.45139,15.01013,41.87206,NORMAL
171,02-04-2018 15:45,50.65104,52.90799,45.18228912,629.2824,73.56815,13.17274,16.12413,15.82031,15.05353,45.1595,NORMAL
172,02-04-2018 16:00,50.95486,52.90799,45.18228912,629.9768,72.94644,12.97743,16.06626,15.45139,15.08247,43.20031,NORMAL
173,02-04-2018 16:15,50.30382,52.95139,45.18229,619.9073,76.01791,13.057,16.16753,15.76968,15.16204,42.61322,NORMAL
174,02-04-2018 16:30,50.39062,52.99478912,45.3125,630.4398,78.60316,13.09317,16.13136,16.14583,15.36458,36.42078,NORMAL
175,02-04-2018 16:45,50.34722,53.03819275,45.44271,628.125,78.51259,13.09317,16.13136,15.82031,15.36458,40.39538,NORMAL
176,02-04-2018 17:00,50.60764,53.03819,45.65972137,636.8055,78.44251,13.1004,16.16753,15.69734,15.08247,39.95351,NORMAL
177,02-04-2018 17:15,50.78125,53.125,45.83333206,626.1573,78.39031,13.057,16.16753,15.45139,15.11863,41.97332,NORMAL
178,02-04-2018 17:30,50.95486,53.03819,45.83333,625.8102,78.94018,13.10764,16.12413,15.65393,15.11863,36.70918,NORMAL
179,02-04-2018 17:45,50.95486,52.95139,45.52951,620.0231,80.50032,13.09317,16.16753,15.29224,15.08247,37.55475,NORMAL
181,02-04-2018 18:00,50.82465,52.90799,44.92188,632.0602,84.00497,13.09317,16.24711,15.41522,15.0897,40.32227,NORMAL
182,02-04-2018 18:15,50.21701,52.77777481,44.44444,623.8425,82.54122,13.057,16.16753,15.56713,15.11863,42.32121,NORMAL
183,02-04-2018 18:30,49.73958,52.69097137,44.05382,626.3889,83.89597,13.057,16.0735,15.29224,15.16204,39.56393,NORMAL
184,02-04-2018 18:45,47.09201,52.60416,44.01041412,611.3425,76.02872,13.02807,16.16753,15.53096,15.08247,44.70642,NORMAL
185,02-04-2018 19:00,48.78472,52.38715,43.83680344,612.8472,79.48563,13.09317,16.21094,15.65393,15.11863,40.70054,NORMAL
186,02-04-2018 19:15,48.65451,52.34375,43.66319275,643.1713,82.1982,13.02807,16.16753,15.33565,15.11863,39.5652,NORMAL
187,02-04-2018 19:30,49.08854,52.25694275,43.5763855,630.9028,80.69324,13.12211,16.1603,15.41522,15.11863,37.64707,NORMAL
188,02-04-2018 19:45,49.04514,52.12674,43.359375,642.8241,82.31278,13.14381,16.21094,15.33565,15.08247,36.35395,NORMAL
189,02-04-2018 20:00,49.21875,52.08333206,43.14236069,633.5648,79.07647,13.09317,16.13136,15.49479,15.08247,38.48057,NORMAL
190,02-04-2018 20:15,49.26215,51.95312,42.92534637,636.8055,85.26298,12.97743,16.16753,15.26331,15.08247,40.04659,NORMAL
191,02-04-2018 20:30,49.00174,51.90972137,42.62152,645.0232,85.22717,13.38252,16.16753,15.33565,15.01013,38.56812,NORMAL
192,02-04-2018 20:45,48.65451,51.90972137,42.53472137,639.2361,83.16946,13.28848,16.13136,15.56713,15.11863,42.30975,NORMAL
193,02-04-2018 21:00,48.4375,51.82291,42.62152481,630.9028,81.27116,13.41146,16.0735,15.56713,15.08247,44.17633,NORMAL
194,02-04-2018 21:15,48.87152,51.73611,42.62152,630.0926,80.88323,13.28848,16.13136,15.65393,15.08247,35.23763,NORMAL
196,02-04-2018 21:30,48.82813,51.73611,42.53472137,629.9769,84.40202,13.43316,16.16753,15.61777,15.08247,40.82264,NORMAL
197,02-04-2018 21:45,49.21875,51.73611069,42.4045105,631.1343,80.80342,13.25231,16.24711,15.56713,15.11863,39.21925,NORMAL
198,02-04-2018 22:00,48.78472,51.73611,42.49131775,631.9445,80.27576,13.41146,16.13136,15.69734,15.05353,40.09132,NORMAL
199,02-04-2018 22:15,48.65451,51.82291412,42.62152481,637.5,79.20832,13.31742,16.21094,15.77691,15.08247,38.91009,NORMAL
200,02-04-2018 22:30,47.61285,51.82291,42.83854,626.9676,83.6339,13.25231,16.16753,15.56713,15.08247,38.53842,NORMAL
201,02-04-2018 22:45,46.05035,51.73611,43.01214981,632.0602,84.97168,13.25231,16.06626,15.69734,15.05353,36.83303,NORMAL
202,02-04-2018 23:00,48.00347,51.69270706,43.1857605,649.7685,83.65406,13.34635,16.16753,15.85648,15.11863,42.76698,NORMAL
203,02-04-2018 23:15,48.26389,51.6059,43.22916412,634.6064,82.04085,13.34635,16.16753,15.65393,15.11863,45.35728,NORMAL
204,02-04-2018 23:30,48.69791,51.47569,43.27256775,633.2176,85.15047,13.23061,16.2037,15.84925,15.05353,37.66209,NORMAL
205,02-04-2018 23:45,48.69791,51.30208,43.1857605,638.3102,83.7447,13.28848,16.21094,15.61777,15.08247,41.59999,NORMAL
206,03-04-2018 00:00,48.78472,51.21527481,43.01214981,637.037,76.64418,13.34635,16.16753,15.65393,15.11863,43.18828,NORMAL
207,03-04-2018 00:15,49.13194,51.08507,43.01215,634.2593,75.04329,13.614,16.16753,15.49479,15.08247,39.4263,NORMAL
208,03-04-2018 00:30,49.00174,51.08506775,42.79514,640.2778,75.63878,13.59954,16.13136,15.61777,15.08247,38.24219,NORMAL
209,03-04-2018 00:45,45.44271,51.08506775,42.53472,619.5602,76.29072,13.5923,16.2037,15.82031,15.11863,36.5059,NORMAL
211,03-04-2018 01:00,47.61285,51.08506775,42.49131775,620.3704,71.98146,13.56337,16.12413,16.31944,15.08247,41.06343,NORMAL
212,03-04-2018 01:15,45.44271,51.04166412,42.53472,637.5,76.83193,13.49826,16.12413,15.94329,15.0897,40.58947,NORMAL
213,03-04-2018 01:30,46.65799,51.04166,42.75173569,632.6389,78.48804,13.55613,16.16753,16.38455,15.08247,37.31142,NORMAL
