,timestamp,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,machine_status
26,01-04-2018 06:00,13.46933,16.0735,15.65393,15.08247,37.94016,NORMAL
27,01-04-2018 06:15,13.614,16.2037,15.65393,15.08247,36.76176,NORMAL
28,01-04-2018 06:30,13.5923,16.12413,15.33565,15.11863,38.39041,NORMAL
29,01-04-2018 06:45,13.5923,16.1603,15.61777,15.08247,39.62767,NORMAL
31,01-04-2018 07:00,13.62847,16.06626,15.90712,15.05353,41.16973,NORMAL
32,01-04-2018 07:15,13.70804,16.13136,15.65393,15.05353,37.38462,NORMAL
33,01-04-2018 07:30,13.70804,16.16753,15.45139,15.11863,37.74191,NORMAL
34,01-04-2018 07:45,13.49826,16.16753,15.74074,15.08247,37.54963,NORMAL
35,01-04-2018 08:00,13.41146,16.12413,15.65393,15.08247,38.99519,NORMAL
36,01-04-2018 08:15,13.28848,16.16753,15.65393,15.11863,38.31949,NORMAL
37,01-04-2018 08:30,13.44763,16.16753,16.05903,15.08247,38.9418,NORMAL
38,01-04-2018 08:45,13.41869,16.1603,15.73351,15.08247,39.30426,NORMAL
39,01-04-2018 09:00,13.25231,16.16753,15.94329,15.08247,39.40287,NORMAL
40,01-04-2018 09:15,13.38252,16.12413,15.69734,15.08247,38.57032,NORMAL
41,01-04-2018 09:30,13.28848,16.13136,15.61777,15.08247,40.51262,NORMAL
42,01-04-2018 09:45,13.31742,16.12413,15.90712,15.08247,40.70842,NORMAL
43,01-04-2018 10:00,13.28848,16.16753,15.56713,15.05353,39.0599,NORMAL
44,01-04-2018 10:15,13.28848,16.13136,15.84925,15.1548,36.0181,NORMAL
46,01-04-2018 10:30,13.41146,16.13136,15.61777,15.08247,45.43539,NORMAL
47,01-04-2018 10:45,13.28848,16.21094,15.61777,15.0897,43.99369,NORMAL
48,01-04-2018 11:00,13.28848,16.06626,15.90712,15.08247,41.87389,NORMAL
49,01-04-2018 11:15,13.31742,16.23987,15.61777,15.16204,40.41841,NORMAL
50,01-04-2018 11:30,13.41146,16.21094,15.69734,15.05353,36.63712,NORMAL
51,01-04-2018 11:45,13.34635,16.0735,15.73351,15.08247,37.41504,NORMAL
52,01-04-2018 12:00,13.38252,16.12413,15.53096,15.05353,38.97886,NORMAL
53,01-04-2018 12:15,13.34635,16.13136,15.73351,15.11863,37.20859,NORMAL
54,01-04-2018 12:30,13.25231,16.16753,15.69734,15.11863,40.92017,NORMAL
55,01-04-2018 12:45,13.41146,16.13136,15.61777,15.11863,41.38759,NORMAL
56,01-04-2018 13:00,13.38252,16.16753,15.49479,15.08247,39.48927,NORMAL
57,01-04-2018 13:15,13.41146,16.12413,15.84925,15.16204,41.79243,NORMAL
58,01-04-2018 13:30,13.41146,16.16753,15.65393,15.0897,39.03806,NORMAL
59,01-04-2018 13:45,13.28848,16.13136,15.61777,15.08247,37.57328,NORMAL
61,01-04-2018 14:00,13.43316,16.16753,15.65393,15.11863,44.50039,NORMAL
62,01-04-2018 14:15,13.28848,16.21094,15.69734,15.08247,39.4846,NORMAL
63,01-04-2018 14:30,13.41146,16.13136,15.76968,15.08247,41.18597,NORMAL
64,01-04-2018 14:45,13.34635,16.21094,15.56713,15.16204,40.65533,NORMAL
65,01-04-2018 15:00,13.38252,16.21094,15.73351,15.11863,42.10639,NORMAL
66,01-04-2018 15:15,13.38976,16.13136,15.61777,15.11863,40.38672,NORMAL
67,01-04-2018 15:30,13.30295,16.21094,15.69734,15.08247,40.30842,NORMAL
68,01-04-2018 15:45,13.25231,16.16753,15.65393,15.08247,39.87204,NORMAL
69,01-04-2018 16:00,13.38252,16.16753,15.76968,15.19821,38.46161,NORMAL
70,01-04-2018 16:15,13.31742,16.2037,15.81308,15.08247,42.07284,NORMAL
71,01-04-2018 16:30,13.34635,16.30498,15.89265,15.05353,42.41781,NORMAL
72,01-04-2018 16:45,13.38252,16.16753,15.41522,15.05353,39.897,NORMAL
73,01-04-2018 17:00,13.41146,16.16753,15.53096,15.06076,41.0941,NORMAL
74,01-04-2018 17:15,13.02807,16.12413,15.73351,15.16204,39.80318,NORMAL
76,01-04-2018 17:30,13.09317,16.16753,15.85648,15.11863,39.98503,NORMAL
77,01-04-2018 17:45,13.09317,16.21094,15.65393,15.0897,39.05983,NORMAL
78,01-04-2018 18:00,13.057,16.13136,15.49479,15.0897,40.93366,NORMAL
79,01-04-2018 18:15,13.09317,16.2037,15.84925,15.11863,39.64595,NORMAL
80,01-04-2018 18:30,13.09317,16.16753,15.61777,15.11863,39.7737,NORMAL
81,01-04-2018 18:45,13.057,16.1603,15.56713,15.05353,42.79064,NORMAL
82,01-04-2018 19:00,13.17274,16.1603,15.65393,15.05353,40.71724,NORMAL
83,01-04-2018 19:15,13.02807,16.16753,15.81308,15.11863,38.66067,NORMAL
84,01-04-2018 19:30,13.17274,16.13136,15.73351,15.11863,44.12193,NORMAL
85,01-04-2018 19:45,13.02807,16.13136,15.49479,15.05353,41.41184,NORMAL
86,01-04-2018 20:00,12.99913,16.21094,16.05903,15.11863,38.56209,NORMAL
87,01-04-2018 20:15,13.057,16.21094,15.76968,15.08247,38.97209,NORMAL
88,01-04-2018 20:30,12.99913,16.2037,15.65393,15.08247,40.43256,NORMAL
89,01-04-2018 20:45,13.12211,16.21094,15.73351,15.08247,44.36586,NORMAL
91,01-04-2018 21:00,13.12211,16.13136,15.56713,15.11863,41.85793,NORMAL
92,01-04-2018 21:15,13.14381,16.16753,15.61777,15.11863,39.12228,NORMAL
93,01-04-2018 21:30,13.15828,16.13136,15.61777,15.05353,39.66181,NORMAL
94,01-04-2018 21:45,13.17274,16.16753,15.53096,15.08247,39.70888,NORMAL
95,01-04-2018 22:00,13.09317,16.13136,15.56713,15.08247,41.42852,NORMAL
96,01-04-2018 22:15,13.057,16.16753,15.61777,15.05353,41.7963,NORMAL
97,01-04-2018 22:30,13.17274,16.1603,15.56713,15.08247,38.22464,NORMAL
98,01-04-2018 22:45,13.12211,16.21094,15.73351,15.11863,38.1532,NORMAL
99,01-04-2018 23:00,13.057,16.16753,15.73351,15.11863,41.68615,NORMAL
100,01-04-2018 23:15,13.20168,16.12413,15.73351,15.05353,39.34445,NORMAL
101,01-04-2018 23:30,13.02807,16.16753,15.69734,15.05353,37.37437,NORMAL
102,01-04-2018 23:45,13.12211,16.12413,15.76968,15.11863,37.06053,NORMAL
103,02-04-2018 00:00,13.09317,16.16753,15.49479,15.11863,39.10618,NORMAL
104,02-04-2018 00:15,13.02807,16.12413,15.56713,15.06076,40.12838,NORMAL
106,02-04-2018 00:30,13.12934,16.13136,15.76968,15.08247,39.3609,NORMAL
107,02-04-2018 00:45,13.09317,16.16753,15.61777,15.11863,39.7611,NORMAL
108,02-04-2018 01:00,13.09317,16.21094,15.56713,15.08247,39.62063,NORMAL
109,02-04-2018 01:15,13.057,16.1603,15.76968,15.05353,41.98112,NORMAL
110,02-04-2018 01:30,13.02807,16.16753,15.76968,15.11863,40.78567,NORMAL
111,02-04-2018 01:45,13.057,16.16753,15.76968,15.05353,44.28509,NORMAL
112,02-04-2018 02:00,13.02807,16.21094,15.76968,15.16204,42.04588,NORMAL
113,02-04-2018 02:15,13.057,16.12413,15.74074,15.11863,38.7602,NORMAL
114,02-04-2018 02:30,13.12211,16.16753,15.56713,15.11863,39.86184,NORMAL
115,02-04-2018 02:45,13.17274,16.16753,15.73351,15.11863,41.2506,NORMAL
116,02-04-2018 03:00,13.12211,16.21094,15.73351,15.08247,43.07514,NORMAL
117,02-04-2018 03:15,13.09317,16.21094,15.65393,15.11863,43.67839,NORMAL
118,02-04-2018 03:30,13.02807,16.06626,15.89265,15.05353,39.3717,NORMAL
119,02-04-2018 03:45,13.02807,16.21094,15.69734,15.16204,45.96471,NORMAL
121,02-04-2018 04:00,13.614,16.1603,15.56713,15.08247,40.81857,NORMAL
122,02-04-2018 04:15,13.70804,16.13136,15.69734,15.08247,40.71053,NORMAL
123,02-04-2018 04:30,13.5923,16.1603,15.84925,15.08247,39.8177,NORMAL
124,02-04-2018 04:45,13.64294,16.13136,15.56713,15.01013,39.42508,NORMAL
125,02-04-2018 05:00,13.59954,16.13136,15.45139,15.08247,47.07025,NORMAL
126,02-04-2018 05:15,13.5923,16.1603,15.73351,15.08247,40.21235,NORMAL
127,02-04-2018 05:30,13.5272,16.16753,15.45139,15.08247,42.48546,NORMAL
128,02-04-2018 05:45,13.67911,16.12413,15.61777,15.08247,40.75126,NORMAL
129,02-04-2018 06:00,13.614,16.21094,15.81308,15.08247,43.71209,NORMAL
130,02-04-2018 06:15,13.55613,16.12413,15.94329,15.08247,40.6532,NORMAL
131,02-04-2018 06:30,13.65017,16.16753,15.61777,15.08247,40.75157,NORMAL
132,02-04-2018 06:45,13.65017,16.21094,15.56713,15.06076,39.00501,NORMAL
133,02-04-2018 07:00,13.614,16.16753,15.84925,15.0897,42.24281,NORMAL
134,02-04-2018 07:15,13.67911,16.16753,15.69734,15.08247,41.10431,NORMAL
136,02-04-2018 07:30,13.5923,16.12413,15.65393,15.08247,39.56895,NORMAL
137,02-04-2018 07:45,13.5923,16.06626,15.56713,15.08247,36.96778,NORMAL
138,02-04-2018 08:00,13.68634,16.0735,15.69734,15.11863,43.17067,NORMAL
139,02-04-2018 08:15,13.49826,16.2037,15.61777,15.16204,39.00838,NORMAL
140,02-04-2018 08:30,13.59954,16.16753,15.61777,15.05353,40.31474,NORMAL
141,02-04-2018 08:45,13.5272,16.21094,15.53096,15.11863,39.668,NORMAL
142,02-04-2018 09:00,13.5923,16.16753,15.56713,15.05353,47.21961,NORMAL
143,02-04-2018 09:15,13.65017,16.16753,15.45139,15.08247,43.29601,NORMAL
144,02-04-2018 09:30,13.56337,16.21094,15.73351,15.11863,39.91797,NORMAL
145,02-04-2018 09:45,13.55613,16.2037,15.65393,15.05353,40.46812,NORMAL
146,02-04-2018 10:00,13.614,16.12413,15.76968,15.11863,42.69904,NORMAL
147,02-04-2018 10:15,13.67911,16.12413,15.69734,15.11863,39.40739,NORMAL
148,02-04-2018 10:30,13.64294,16.1603,15.65393,15.08247,38.46704,NORMAL
149,02-04-2018 10:45,13.53443,16.0735,15.65393,15.08247,39.33615,NORMAL
151,02-04-2018 11:00,13.62847,16.21094,15.81308,15.08247,41.11649,NORMAL
152,02-04-2018 11:15,13.65017,16.12413,15.65393,15.08247,41.38064,NORMAL
153,02-04-2018 11:30,13.56337,16.16753,15.76968,15.08247,37.51964,NORMAL
154,02-04-2018 11:45,13.65017,16.23987,15.56713,15.08247,41.12502,NORMAL
155,02-04-2018 12:00,13.5923,16.1603,15.94329,15.16204,38.3349,NORMAL
156,02-04-2018 12:15,13.64294,16.13136,15.49479,15.08247,39.33662,NORMAL
157,02-04-2018 12:30,13.614,16.2037,15.85648,15.08247,42.60169,NORMAL
158,02-04-2018 12:45,13.55613,16.0735,15.69734,15.05353,44.47515,NORMAL
159,02-04-2018 13:00,13.64294,16.13136,15.49479,15.11863,38.10993,NORMAL
160,02-04-2018 13:15,13.26678,16.21094,15.65393,15.05353,36.9341,NORMAL
161,02-04-2018 13:30,13.31742,16.2037,15.29224,15.11863,38.29959,NORMAL
162,02-04-2018 13:45,13.31742,16.21094,15.73351,15.11863,37.53885,NORMAL
163,02-04-2018 14:00,13.12211,16.21094,15.76968,15.11863,42.79074,NORMAL
164,02-04-2018 14:15,13.057,16.16753,15.81308,15.08247,42.49229,NORMAL
166,02-04-2018 14:30,13.12934,16.13136,15.45139,15.05353,44.36536,NORMAL
167,02-04-2018 14:45,13.14381,16.16753,15.69734,15.16204,44.02774,NORMAL
168,02-04-2018 15:00,13.057,16.13136,15.625,15.08247,43.52942,NORMAL
169,02-04-2018 15:15,12.97743,16.21094,15.81308,15.11863,46.71049,NORMAL
170,02-04-2018 15:30,13.09317,16.13136,15.45139,15.01013,41.87206,NORMAL
171,02-04-2018 15:45,13.17274,16.12413,15.82031,15.05353,45.1595,NORMAL
172,02-04-2018 16:00,12.97743,16.06626,15.45139,15.08247,43.20031,NORMAL
173,02-04-2018 16:15,13.057,16.16753,15.76968,15.16204,42.61322,NORMAL
174,02-04-2018 16:30,13.09317,16.13136,16.14583,15.36458,36.42078,NORMAL
175,02-04-2018 16:45,13.09317,16.13136,15.82031,15.36458,40.39538,NORMAL
176,02-04-2018 17:00,13.1004,16.16753,15.69734,15.08247,39.95351,NORMAL
177,02-04-2018 17:15,13.057,16.16753,15.45139,15.11863,41.97332,NORMAL
178,02-04-2018 17:30,13.10764,16.12413,15.65393,15.11863,36.70918,NORMAL
179,02-04-2018 17:45,13.09317,16.16753,15.29224,15.08247,37.55475,NORMAL
181,02-04-2018 18:00,13.09317,16.24711,15.41522,15.0897,40.32227,NORMAL
182,02-04-2018 18:15,13.057,16.16753,15.56713,15.11863,42.32121,NORMAL
183,02-04-2018 18:30,13.057,16.0735,15.29224,15.16204,39.56393,NORMAL
184,02-04-2018 18:45,13.02807,16.16753,15.53096,15.08247,44.70642,NORMAL
185,02-04-2018 19:00,13.09317,16.21094,15.65393,15.11863,40.70054,NORMAL
186,02-04-2018 19:15,13.02807,16.16753,15.33565,15.11863,39.5652,NORMAL
187,02-04-2018 19:30,13.12211,16.1603,15.41522,15.11863,37.64707,NORMAL
188,02-04-2018 19:45,13.14381,16.21094,15.33565,15.08247,36.35395,NORMAL
189,02-04-2018 20:00,13.09317,16.13136,15.49479,15.08247,38.48057,NORMAL
190,02-04-2018 20:15,12.97743,16.16753,15.26331,15.08247,40.04659,NORMAL
191,02-04-2018 20:30,13.38252,16.16753,15.33565,15.01013,38.56812,NORMAL
192,02-04-2018 20:45,13.28848,16.13136,15.56713,15.11863,42.30975,NORMAL
193,02-04-2018 21:00,13.41146,16.0735,15.56713,15.08247,44.17633,NORMAL
194,02-04-2018 21:15,13.28848,16.13136,15.65393,15.08247,35.23763,NORMAL
196,02-04-2018 21:30,13.43316,16.16753,15.61777,15.08247,40.82264,NORMAL
197,02-04-2018 21:45,13.25231,16.24711,15.56713,15.11863,39.21925,NORMAL
198,02-04-2018 22:00,13.41146,16.13136,15.69734,15.05353,40.09132,NORMAL
199,02-04-2018 22:15,13.31742,16.21094,15.77691,15.08247,38.91009,NORMAL
200,02-04-2018 22:30,13.25231,16.16753,15.56713,15.08247,38.53842,NORMAL
201,02-04-2018 22:45,13.25231,16.06626,15.69734,15.05353,36.83303,NORMAL
202,02-04-2018 23:00,13.34635,16.16753,15.85648,15.11863,42.76698,NORMAL
203,02-04-2018 23:15,13.34635,16.16753,15.65393,15.11863,45.35728,NORMAL
204,02-04-2018 23:30,13.23061,16.2037,15.84925,15.05353,37.66209,NORMAL
205,02-04-2018 23:45,13.28848,16.21094,15.61777,15.08247,41.59999,NORMAL
206,03-04-2018 00:00,13.34635,16.16753,15.65393,15.11863,43.18828,NORMAL
207,03-04-2018 00:15,13.614,16.16753,15.49479,15.08247,39.4263,NORMAL
208,03-04-2018 00:30,13.59954,16.13136,15.61777,15.08247,38.24219,NORMAL
209,03-04-2018 00:45,13.5923,16.2037,15.82031,15.11863,36.5059,NORMAL
211,03-04-2018 01:00,13.56337,16.12413,16.31944,15.08247,41.06343,NORMAL
212,03-04-2018 01:15,13.49826,16.12413,15.94329,15.0897,40.58947,NORMAL
213,03-04-2018 01:30,13.55613,16.16753,16.38455,15.08247,37.31142,NORMAL
214,03-04-2018 01:45,13.55613,16.21094,15.94329,15.08247,38.53198,NORMAL
215,03-04-2018 02:00,13.70804,16.13136,16.23987,15.01013,38.65394,NORMAL
216,03-04-2018 02:15,13.67911,16.16753,16.1603,15.11863,38.43955,NORMAL
217,03-04-2018 02:30,13.64294,16.16753,16.1603,15.05353,39.1098,NORMAL
218,03-04-2018 02:45,13.5055,16.12413,16.02286,15.11863,41.04171,NORMAL
219,03-04-2018 03:00,13.5923,16.13136,16.1603,15.08247,43.34642,NORMAL
220,03-04-2018 03:15,13.56337,16.13136,16.28328,15.05353,41.74508,NORMAL
221,03-04-2018 03:30,13.55613,16.16753,16.14583,15.08247,36.00017,NORMAL
222,03-04-2018 03:45,13.14381,16.0735,15.73351,15.05353,39.61804,NORMAL
223,03-04-2018 04:00,13.23061,16.13136,15.56713,15.05353,46.6452,NORMAL
224,03-04-2018 04:15,13.23061,16.21094,15.76968,15.16204,46.99298,NORMAL
226,03-04-2018 04:30,13.17274,16.16753,15.56713,15.11863,42.4195,NORMAL
227,03-04-2018 04:45,13.20168,16.16753,15.61777,15.05353,41.38543,NORMAL
228,03-04-2018 05:00,13.09317,16.21094,15.61777,15.08247,40.46909,NORMAL
229,03-04-2018 05:15,13.23061,16.21094,15.37182,15.11863,41.36555,NORMAL
230,03-04-2018 05:30,13.12211,16.16753,15.76968,15.08247,37.20073,NORMAL
231,03-04-2018 05:45,13.14381,16.16753,15.94329,15.11863,36.76625,NORMAL
232,03-04-2018 06:00,13.17274,16.13136,15.61777,15.05353,43.42717,NORMAL
233,03-04-2018 06:15,13.14381,16.13136,15.65393,14.97396,40.53566,NORMAL
234,03-04-2018 06:30,13.23061,16.16753,15.61777,15.05353,42.82357,NORMAL
235,03-04-2018 06:45,13.02807,16.21094,15.69734,15.05353,42.89169,NORMAL
236,03-04-2018 07:00,13.17274,16.6088,15.69734,15.08247,45.91144,NORMAL
237,03-04-2018 07:15,13.614,16.6522,15.56713,15.11863,42.82395,NORMAL
238,03-04-2018 07:30,14.17101,16.75347,16.14583,15.05353,46.08092,NORMAL
239,03-04-2018 07:45,14.09867,16.6522,16.10966,15.08247,43.72587,NORMAL
241,03-04-2018 08:00,13.65017,16.2037,15.65393,15.08247,37.35492,NORMAL
242,03-04-2018 08:15,13.5923,16.16753,15.69734,15.08247,34.66822,NORMAL
243,03-04-2018 08:30,13.67911,16.16753,15.61777,15.05353,35.33014,NORMAL
244,03-04-2018 08:45,13.55613,16.13136,15.56713,15.11863,38.11205,NORMAL
245,03-04-2018 09:00,13.5923,16.16753,15.53096,15.11863,43.73995,NORMAL
246,03-04-2018 09:15,13.56337,16.21094,15.53096,15.0897,44.54345,NORMAL
247,03-04-2018 09:30,13.65017,16.16753,15.76968,15.11863,42.54745,NORMAL
248,03-04-2018 09:45,13.62847,16.16753,15.89265,15.07523,40.8294,NORMAL
249,03-04-2018 10:00,13.53443,16.06626,15.73351,15.08247,46.88873,NORMAL
250,03-04-2018 10:15,13.64294,16.16753,15.69734,15.08247,45.25166,NORMAL
251,03-04-2018 10:30,13.5923,16.16753,15.74074,15.08247,44.14902,NORMAL
252,03-04-2018 10:45,13.55613,16.16753,15.69734,15.09693,41.50087,NORMAL
253,03-04-2018 11:00,13.66464,16.16753,15.53096,15.05353,43.00943,NORMAL
254,03-04-2018 11:15,13.70804,16.13136,15.84925,15.0897,43.08946,NORMAL
256,03-04-2018 11:30,13.59954,16.16753,15.81308,15.05353,40.86431,NORMAL
257,03-04-2018 11:45,13.614,16.13136,15.61777,15.11863,37.45918,NORMAL
258,03-04-2018 12:00,13.55613,16.21094,15.89265,15.0897,38.53486,NORMAL
259,03-04-2018 12:15,13.5923,16.21094,15.53096,15.16204,46.97797,NORMAL
260,03-04-2018 12:30,13.55613,16.13136,15.69734,15.05353,39.26839,NORMAL
261,03-04-2018 12:45,13.59954,16.16753,15.76968,15.11863,37.58862,NORMAL
262,03-04-2018 13:00,13.49826,16.24711,15.61777,15.08247,36.44847,NORMAL
263,03-04-2018 13:15,13.59954,16.13136,15.49479,15.11863,39.04544,NORMAL
264,03-04-2018 13:30,13.55613,16.21094,15.61777,15.11863,38.08561,NORMAL
265,03-04-2018 13:45,13.67911,16.13136,15.65393,15.05353,39.35185,NORMAL
266,03-04-2018 14:00,13.53443,16.16753,15.76968,15.05353,40.65297,NORMAL
267,03-04-2018 14:15,13.5272,16.13136,15.76968,15.11863,36.94532,NORMAL
268,03-04-2018 14:30,13.614,16.16753,15.41522,15.0897,37.37746,NORMAL
269,03-04-2018 14:45,13.65017,16.16753,15.56713,15.16204,40.02514,NORMAL
271,03-04-2018 15:00,13.5055,16.21094,15.56713,15.08247,33.41724,NORMAL
272,03-04-2018 15:15,13.5923,16.16753,15.69734,15.08247,41.83056,NORMAL
273,03-04-2018 15:30,13.59954,16.21094,15.74074,15.08247,40.43507,NORMAL
274,03-04-2018 15:45,13.55613,16.24711,15.61777,15.08247,41.42386,NORMAL
275,03-04-2018 16:00,13.56337,16.13136,15.61777,15.01013,37.59093,NORMAL
276,03-04-2018 16:15,13.38252,16.24711,15.56713,15.08247,40.07262,NORMAL
277,03-04-2018 16:30,13.38252,16.13136,15.49479,15.08247,42.65078,NORMAL
278,03-04-2018 16:45,13.31742,16.03733,15.74074,15.11863,42.63099,NORMAL
279,03-04-2018 17:00,13.32465,16.70284,15.61777,15.08247,43.36017,NORMAL
280,03-04-2018 17:15,13.31742,16.70284,15.94329,15.08247,46.63405,NORMAL
281,03-04-2018 17:30,13.30295,16.6522,15.49479,15.11863,39.32948,NORMAL
282,03-04-2018 17:45,13.41146,16.70284,15.89265,15.08247,38.49868,NORMAL
283,03-04-2018 18:00,13.31742,16.70284,15.90712,15.11863,36.39838,NORMAL
284,03-04-2018 18:15,13.31742,16.6522,15.49479,15.0897,39.84108,NORMAL
286,03-04-2018 18:30,13.32465,16.70284,15.61777,15.08247,42.24562,NORMAL
287,03-04-2018 18:45,13.25231,16.78964,15.65393,15.11863,40.33981,NORMAL
288,03-04-2018 19:00,13.41146,16.70284,15.65393,15.11863,37.22839,NORMAL
289,03-04-2018 19:15,13.28848,16.6522,15.69734,15.05353,42.11716,NORMAL
290,03-04-2018 19:30,13.41146,16.6522,15.65393,15.11863,44.79718,NORMAL
291,03-04-2018 19:45,13.26678,16.6522,15.69734,15.11863,37.88904,NORMAL
292,03-04-2018 20:00,13.38976,16.6522,15.77691,15.05353,34.53505,NORMAL
293,03-04-2018 20:15,13.41146,16.70284,15.85648,15.11863,41.01886,NORMAL
294,03-04-2018 20:30,13.34635,16.12413,15.65393,15.11863,37.30348,NORMAL
295,03-04-2018 20:45,13.34635,16.16753,15.70457,15.11863,39.477,NORMAL
296,03-04-2018 21:00,13.38976,16.16753,15.61777,15.08247,39.09127,NORMAL
297,03-04-2018 21:15,13.26678,16.13136,15.61777,15.08247,38.89,NORMAL
298,03-04-2018 21:30,13.23785,16.13136,15.73351,15.16204,45.81217,NORMAL
299,03-04-2018 21:45,13.31742,16.21094,15.69734,15.16204,40.53801,NORMAL
301,03-04-2018 22:00,13.34635,16.6522,15.41522,15.08247,41.40772,NORMAL
302,03-04-2018 22:15,13.32465,16.6522,15.45139,15.08247,41.37046,NORMAL
303,03-04-2018 22:30,13.38976,16.6522,15.65393,15.11863,40.77914,NORMAL
304,03-04-2018 22:45,13.26678,16.75347,15.84925,15.08247,40.48035,NORMAL
305,03-04-2018 23:00,13.31742,16.6522,15.61777,15.05353,40.57856,NORMAL
306,03-04-2018 23:15,13.43316,16.6522,15.89265,15.11863,41.95615,NORMAL
307,03-04-2018 23:30,13.41146,16.75347,15.65393,15.16204,42.25574,NORMAL
308,03-04-2018 23:45,13.41146,16.70284,15.76968,15.08247,41.20308,NORMAL
309,04-04-2018 00:00,13.25231,16.6522,15.81308,15.01013,36.74888,NORMAL
310,04-04-2018 00:15,13.614,16.70284,15.73351,15.08247,38.78288,NORMAL
311,04-04-2018 00:30,13.68634,16.75347,15.73351,15.05353,37.93955,NORMAL
312,04-04-2018 00:45,13.62847,16.75347,15.90712,15.11863,41.39365,NORMAL
313,04-04-2018 01:00,13.5923,16.6522,15.41522,15.11863,37.26604,NORMAL
314,04-04-2018 01:15,13.5272,16.6088,15.70457,15.11863,36.95432,NORMAL
316,04-04-2018 01:30,13.614,16.70284,15.53096,15.08247,38.41657,NORMAL
317,04-04-2018 01:45,13.64294,16.6088,15.49479,15.11863,42.05416,NORMAL
318,04-04-2018 02:00,13.49826,16.70284,15.76968,15.11863,37.59406,NORMAL
319,04-04-2018 02:15,13.64294,16.70284,15.56713,15.05353,40.32532,NORMAL
320,04-04-2018 02:30,13.67911,16.70284,15.70457,15.08247,39.11223,NORMAL
321,04-04-2018 02:45,13.59954,16.6522,15.65393,15.08247,38.61974,NORMAL
322,04-04-2018 03:00,13.53443,16.6522,15.61777,15.05353,34.19439,NORMAL
323,04-04-2018 03:15,13.62847,16.16753,15.69734,15.08247,34.61986,NORMAL
324,04-04-2018 03:30,13.59954,16.1603,15.49479,15.08247,38.36172,NORMAL
325,04-04-2018 03:45,13.53443,16.21094,15.53096,15.08247,37.59424,NORMAL
326,04-04-2018 04:00,13.53443,16.16753,15.56713,15.16204,38.27009,NORMAL
327,04-04-2018 04:15,13.62847,16.21094,15.69734,15.08247,42.59974,NORMAL
328,04-04-2018 04:30,13.67911,16.75347,15.56713,15.11863,41.28135,NORMAL
329,04-04-2018 04:45,13.53443,16.6088,15.61777,15.08247,39.4338,NORMAL
331,04-04-2018 05:00,13.59954,16.56539,15.73351,15.08247,40.55117,NORMAL
332,04-04-2018 05:15,13.55613,16.6088,15.73351,15.11863,40.52984,NORMAL
333,04-04-2018 05:30,13.5272,16.6522,15.53096,15.11863,38.77841,NORMAL
334,04-04-2018 05:45,13.55613,16.70284,15.53096,15.05353,38.85113,NORMAL
335,04-04-2018 06:00,13.55613,16.6522,15.49479,15.05353,33.81136,NORMAL
336,04-04-2018 06:15,13.64294,16.6088,15.65393,15.11863,40.39795,NORMAL
337,04-04-2018 06:30,13.55613,16.16753,15.65393,15.16204,40.16996,NORMAL
338,04-04-2018 06:45,13.614,16.21094,15.99392,15.1114,38.83044,NORMAL
339,04-04-2018 07:00,13.59954,16.06626,15.33565,15.08247,36.2959,NORMAL
