,timestamp,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,machine_status
181,02-04-2018 18:00,50.82465,52.90799,44.92188,632.0602,84.00497,NORMAL
182,02-04-2018 18:15,50.21701,52.77777481,44.44444,623.8425,82.54122,NORMAL
183,02-04-2018 18:30,49.73958,52.69097137,44.05382,626.3889,83.89597,NORMAL
184,02-04-2018 18:45,47.09201,52.60416,44.01041412,611.3425,76.02872,NORMAL
185,02-04-2018 19:00,48.78472,52.38715,43.83680344,612.8472,79.48563,NORMAL
186,02-04-2018 19:15,48.65451,52.34375,43.66319275,643.1713,82.1982,NORMAL
187,02-04-2018 19:30,49.08854,52.25694275,43.5763855,630.9028,80.69324,NORMAL
188,02-04-2018 19:45,49.04514,52.12674,43.359375,642.8241,82.31278,NORMAL
189,02-04-2018 20:00,49.21875,52.08333206,43.14236069,633.5648,79.07647,NORMAL
190,02-04-2018 20:15,49.26215,51.95312,42.92534637,636.8055,85.26298,NORMAL
191,02-04-2018 20:30,49.00174,51.90972137,42.62152,645.0232,85.22717,NORMAL
192,02-04-2018 20:45,48.65451,51.90972137,42.53472137,639.2361,83.16946,NORMAL
193,02-04-2018 21:00,48.4375,51.82291,42.62152481,630.9028,81.27116,NORMAL
194,02-04-2018 21:15,48.87152,51.73611,42.62152,630.0926,80.88323,NORMAL
196,02-04-2018 21:30,48.82813,51.73611,42.53472137,629.9769,84.40202,NORMAL
197,02-04-2018 21:45,49.21875,51.73611069,42.4045105,631.1343,80.80342,NORMAL
198,02-04-2018 22:00,48.78472,51.73611,42.49131775,631.9445,80.27576,NORMAL
199,02-04-2018 22:15,48.65451,51.82291412,42.62152481,637.5,79.20832,NORMAL
200,02-04-2018 22:30,47.61285,51.82291,42.83854,626.9676,83.6339,NORMAL
201,02-04-2018 22:45,46.05035,51.73611,43.01214981,632.0602,84.97168,NORMAL
202,02-04-2018 23:00,48.00347,51.69270706,43.1857605,649.7685,83.65406,NORMAL
203,02-04-2018 23:15,48.26389,51.6059,43.22916412,634.6064,82.04085,NORMAL
204,02-04-2018 23:30,48.69791,51.47569,43.27256775,633.2176,85.15047,NORMAL
205,02-04-2018 23:45,48.69791,51.30208,43.1857605,638.3102,83.7447,NORMAL
206,03-04-2018 00:00,48.78472,51.21527481,43.01214981,637.037,76.64418,NORMAL
207,03-04-2018 00:15,49.13194,51.08507,43.01215,634.2593,75.04329,NORMAL
208,03-04-2018 00:30,49.00174,51.08506775,42.79514,640.2778,75.63878,NORMAL
209,03-04-2018 00:45,45.44271,51.08506775,42.53472,619.5602,76.29072,NORMAL
211,03-04-2018 01:00,47.61285,51.08506775,42.49131775,620.3704,71.98146,NORMAL
212,03-04-2018 01:15,45.44271,51.04166412,42.53472,637.5,76.83193,NORMAL
213,03-04-2018 01:30,46.65799,51.04166,42.75173569,632.6389,78.48804,NORMAL
214,03-04-2018 01:45,46.48438,51.04166412,42.92534637,636.5741,78.03178,NORMAL
215,03-04-2018 02:00,45.61632,51.04166,43.05555344,648.2639,81.28748,NORMAL
216,03-04-2018 02:15,45.74652,51.08506775,43.1857605,640.0463,77.91037,NORMAL
217,03-04-2018 02:30,45.83333,51.08507,43.05555344,635.0695,77.14499,NORMAL
218,03-04-2018 02:45,45.96354,51.08507,42.92534637,645.3704,79.54322,NORMAL
219,03-04-2018 03:00,46.05035,51.04166412,42.83854,642.2454,79.99478,NORMAL
220,03-04-2018 03:15,46.22396,50.99826,42.96875,658.4491,73.18021,NORMAL
221,03-04-2018 03:30,46.9618,50.99826,43.14236069,634.2593,77.78605,NORMAL
222,03-04-2018 03:45,47.17882,51.04166412,43.22916412,646.6435,81.64091,NORMAL
223,03-04-2018 04:00,47.48264,51.08506775,43.44618,632.5231,76.61518,NORMAL
224,03-04-2018 04:15,45.78993,51.08506775,43.57639,634.0278,78.7086,NORMAL
226,03-04-2018 04:30,45.83333,51.04166412,43.70659637,643.75,76.2627,NORMAL
227,03-04-2018 04:45,45.96354,50.99826,43.79339981,640.9722,77.21343,NORMAL
228,03-04-2018 05:00,47.26563,51.04166,43.66319275,653.7037,73.7439,NORMAL
229,03-04-2018 05:15,46.875,51.04166,43.44618,639.5834,73.92839,NORMAL
230,03-04-2018 05:30,47.17882,51.08507,43.359375,646.9907,74.26846,NORMAL
231,03-04-2018 05:45,45.96354,51.21527,43.44618,658.5648,80.51555,NORMAL
232,03-04-2018 06:00,46.09375,51.21527,43.5763855,634.838,75.71703,NORMAL
233,03-04-2018 06:15,46.8316,51.21527,43.48958206,640.9722,77.88952,NORMAL
234,03-04-2018 06:30,46.875,51.25868,43.359375,632.4074,77.13231,NORMAL
235,03-04-2018 06:45,46.8316,51.30208,43.359375,638.3102,79.75729,NORMAL
236,03-04-2018 07:00,46.22396,51.43229,43.44617844,654.1666,79.9957,NORMAL
237,03-04-2018 07:15,47.56944,51.43229,43.27257,628.9352,80.39432,NORMAL
238,03-04-2018 07:30,47.56944,51.47569,43.05555344,645.1389,79.44127,NORMAL
239,03-04-2018 07:45,47.96007,51.43229,42.96875,640.2778,75.55363,NORMAL
241,03-04-2018 08:00,47.96007,51.43228912,42.96875,643.9814,70.29427,NORMAL
242,03-04-2018 08:15,48.17708,51.3888855,42.96875,654.5139,76.72557,NORMAL
243,03-04-2018 08:30,48.4809,51.38889,43.05555,639.0046,77.80731,NORMAL
244,03-04-2018 08:45,48.82813,51.30208,43.1857605,639.6991,77.5085,NORMAL
245,03-04-2018 09:00,49.00174,51.38889,43.22916412,652.662,76.88267,NORMAL
246,03-04-2018 09:15,49.26215,51.47569275,43.27256775,632.6389,75.33823,NORMAL
247,03-04-2018 09:30,49.00174,51.5191,43.359375,644.6759,75.60185,NORMAL
248,03-04-2018 09:45,48.82813,51.69271,43.44618,645.4861,87.78333,NORMAL
249,03-04-2018 10:00,48.61111,51.73611,43.70659637,637.2686,86.99921,NORMAL
250,03-04-2018 10:15,49.04514,51.82291,44.05382,643.4028,77.8391,NORMAL
251,03-04-2018 10:30,49.26215,51.95312,44.3576355,644.6759,75.71705,NORMAL
252,03-04-2018 10:45,49.56597,52.03993,44.66146,654.3982,81.07119,NORMAL
253,03-04-2018 11:00,47.69965,52.08333,44.96527481,642.2454,83.0546,NORMAL
254,03-04-2018 11:15,48.3941,52.12674,45.18228912,655.2083,80.97835,NORMAL
256,03-04-2018 11:30,48.78472,52.12674,45.22569275,628.4722,75.99138,NORMAL
257,03-04-2018 11:45,49.13194,52.12674,45.3125,630.0926,78.45979,NORMAL
258,03-04-2018 12:00,49.00174,52.25694,45.44270706,631.4814,79.25812,NORMAL
259,03-04-2018 12:15,49.34896,52.25694,45.61632,649.537,75.72619,NORMAL
260,03-04-2018 12:30,49.30555,52.38715,45.83333206,638.6574,72.72726,NORMAL
261,03-04-2018 12:45,49.52257,52.47396,46.00694,636.1111,76.40726,NORMAL
262,03-04-2018 13:00,49.56597,52.56076,46.22396,641.6667,76.40662,NORMAL
263,03-04-2018 13:15,49.52257,52.60416,46.3107605,639.3519,74.45164,NORMAL
264,03-04-2018 13:30,49.73958,52.77777,46.484375,638.0787,74.23495,NORMAL
265,03-04-2018 13:45,49.56597,52.90799,46.61458206,637.1528,75.39418,NORMAL
266,03-04-2018 14:00,49.30555,52.90799,46.65798569,643.0555,70.23621,NORMAL
267,03-04-2018 14:15,49.65277,52.90799,46.7013855,641.4352,76.71542,NORMAL
268,03-04-2018 14:30,50.08680344,53.42882,46.83159637,634.7222,79.12453,NORMAL
269,03-04-2018 14:45,50.43402,52.99479,46.875,642.9398,77.92657,NORMAL
271,03-04-2018 15:00,50.39062,53.03819,46.83159637,635.4166,71.6477,NORMAL
272,03-04-2018 15:15,50.43402,53.125,46.74479,641.6666,75.75317,NORMAL
273,03-04-2018 15:30,50.86805,53.125,46.65799,640.625,68.57549,NORMAL
274,03-04-2018 15:45,50.73785,53.1684,46.39756775,632.9861,76.93414,NORMAL
275,03-04-2018 16:00,51.08507,53.16839981,46.00694,648.0324,73.51705,NORMAL
276,03-04-2018 16:15,51.30208,53.1684,45.74652,641.2037,78.31734,NORMAL
277,03-04-2018 16:30,51.30208,53.25521,45.44271,640.2778,75.88889,NORMAL
278,03-04-2018 16:45,51.38889,53.2118,45.22569,636.4583,84.79585,NORMAL
279,03-04-2018 17:00,51.47569,53.2118,45.00868,638.3102,76.90442,NORMAL
280,03-04-2018 17:15,51.6493,53.2118,45.09549,636.4584,76.97298,NORMAL
281,03-04-2018 17:30,51.95312,53.21180344,45.18228912,636.2269,75.11181,NORMAL
282,03-04-2018 17:45,51.95312,53.1684,45.1388855,646.2963,80.56807,NORMAL
283,03-04-2018 18:00,51.90972,53.03819275,45.1388855,641.6666,76.59609,NORMAL
284,03-04-2018 18:15,51.90972,52.99479,45.22569,636.1111,78.02522,NORMAL
286,03-04-2018 18:30,51.95312,52.95139,45.3993,635.4166,74.46806,NORMAL
287,03-04-2018 18:45,52.03993,52.77777,45.74652,641.4352,76.33805,NORMAL
288,03-04-2018 19:00,52.08333,52.77777,45.78993,637.8472,78.9278,NORMAL
289,03-04-2018 19:15,51.90972,52.77777,45.61631775,641.088,76.26572,NORMAL
290,03-04-2018 19:30,52.12674,52.69097,45.39930344,642.5926,72.68217,NORMAL
291,03-04-2018 19:45,51.90972,52.69097,45.13889,631.0185,80.14751,NORMAL
292,03-04-2018 20:00,51.86632,52.73437,44.87847,641.6666,83.50189,NORMAL
293,03-04-2018 20:15,51.86632,52.60416,44.57465,634.2593,77.62664,NORMAL
294,03-04-2018 20:30,51.69271,52.56076,44.31423569,630.9028,72.28598,NORMAL
295,03-04-2018 20:45,51.73611,52.56076,44.05381775,642.2454,75.81161,NORMAL
296,03-04-2018 21:00,51.5191,52.60416,43.92361069,638.4259,79.10308,NORMAL
297,03-04-2018 21:15,51.47569,52.56076,43.88020706,640.0463,78.57435,NORMAL
298,03-04-2018 21:30,51.69271,52.60416412,43.88021,652.5463,73.11707,NORMAL
299,03-04-2018 21:45,51.47569,52.56076,43.7934,635.7639,72.8935,NORMAL
301,03-04-2018 22:00,51.47569,52.47396,43.61978912,629.7454,73.64276,NORMAL
302,03-04-2018 22:15,51.38889,52.47396,43.44617844,639.1204,74.16872,NORMAL
303,03-04-2018 22:30,51.47569,52.34375,43.5763855,631.9445,75.39085,NORMAL
304,03-04-2018 22:45,51.30208,52.38715,43.5763855,630.4398,73.98247,NORMAL
305,03-04-2018 23:00,51.43229,52.34375,43.61978912,642.0139,71.51661,NORMAL
306,03-04-2018 23:15,51.38889,52.34375,43.66319275,639.2361,70.81641,NORMAL
307,03-04-2018 23:30,51.30208,52.25694,43.88021,645.1389,69.09822,NORMAL
308,03-04-2018 23:45,51.38889,52.25694,44.09722,639.6991,69.9438,NORMAL
309,04-04-2018 00:00,51.43229,52.17014,44.31423569,640.625,67.81468,NORMAL
310,04-04-2018 00:15,51.38889,52.08333,44.57465,651.2731,69.41681,NORMAL
311,04-04-2018 00:30,51.43229,52.08333,44.87847137,630.3241,73.13934,NORMAL
312,04-04-2018 00:45,51.47569,51.95312119,45.09548569,640.0463,71.76472,NORMAL
313,04-04-2018 01:00,51.47569,51.90972,45.22569275,635.1852,69.79606,NORMAL
314,04-04-2018 01:15,51.47569,51.95312,45.3125,640.5093,69.77131,NORMAL
316,04-04-2018 01:30,51.47569,51.90972137,45.39930344,636.5741,68.69933,NORMAL
317,04-04-2018 01:45,51.43229,51.90972,45.5295105,643.287,64.47923,NORMAL
318,04-04-2018 02:00,51.6059,51.86632,45.61631775,642.8241,63.28215,NORMAL
319,04-04-2018 02:15,51.6059,51.86632,45.57291412,645.1389,63.64525,NORMAL
320,04-04-2018 02:30,51.6493,51.86631775,45.61631775,643.5185,61.66321,NORMAL
321,04-04-2018 02:45,51.64930344,51.86632,45.57291412,643.1713,69.01421,NORMAL
322,04-04-2018 03:00,51.64930344,51.86632,45.5295105,649.3055,69.51388,NORMAL
323,04-04-2018 03:15,51.6493,51.82291,45.44271,635.1852,72.22311,NORMAL
324,04-04-2018 03:30,51.69271,51.73611,45.57291412,637.7314,79.79234,NORMAL
325,04-04-2018 03:45,51.73611,51.73611,45.74652481,646.5278,78.92665,NORMAL
326,04-04-2018 04:00,51.82291,51.73611,45.87673569,661.9213,76.22782,NORMAL
327,04-04-2018 04:15,51.73611,51.73611,45.96353912,647.8009,76.50585,NORMAL
328,04-04-2018 04:30,51.86632,51.73611,46.05034637,632.8704,66.43815,NORMAL
329,04-04-2018 04:45,51.82291412,51.86632,45.96353912,643.6343,67.96101,NORMAL
331,04-04-2018 05:00,51.73611069,51.90972,45.96353912,634.0278,73.1898,NORMAL
332,04-04-2018 05:15,51.86632,51.86632,46.05035,645.0231,76.12309,NORMAL
333,04-04-2018 05:30,51.82291412,51.90972,45.96354,646.2963,72.85467,NORMAL
334,04-04-2018 05:45,51.82291412,52.03993,45.57291,639.0046,79.16815,NORMAL
